"","Ailuropoda_melanoleuca","Bos_taurus","Colobus_angolensis_palliatus","Cebus_capucinus_imitator","Canis_familiaris","Capra_hircus","Callithrix_jacchus","Chinchilla_lanigera","Cavia_porcellus","Dasypus_novemcinctus","Equus_asinus_asinus","Equus_caballus","Felis_catus","Gorilla_gorilla","Heterocephalus_glaber","Homo_sapiens","Ictidomys_tridecemlineatus","Loxodonta_africana","Monodelphis_domestica","Macaca_fascicularis","Myotis_lucifugus","Macaca_mulatta","Microcebus_murinus","Mus_musculus","Microtus_ochrogaster","Mustela_putorius_furo","Meriones_unguiculatus","Nomascus_leucogenys","Neovison_vison","Ovis_aries","Oryctolagus_cuniculus","Octodon_degus","Otolemur_garnettii","Papio_anubis","Phascolarctos_cinereus","Peromyscus_maniculatus_bairdii","Pan_paniscus","Panthera_pardus","Pan_troglodytes","Rattus_norvegicus","Saimiri_boliviensis_boliviensis","Sus_scrofa","Tursiops_truncatus","Vombatus_ursinus","Vulpes_vulpes"
"PTHR24078_SF23",1,1,2,1,1,1,1,1,2,1,1,1,1,1,3,2,1,1,0,2,1,2,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
"PTHR24078_SF67",1,2,1,1,2,1,1,1,1,1,2,1,1,1,3,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR24082_SF112",1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
"PTHR24082_SF15",1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR24083_SF90",1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR24084_SF19",1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,0,2,1,1,1,1,1,1,1,2,1,0,0,1,1,2,1,1,2,1,3,1,1,1,1,1,1
"PTHR24084_SF23",2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"PTHR24084_SF3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR24085",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3
"PTHR24086",2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,3,2,2,2,2,2,2,2,3,2
"PTHR24088",1,2,3,2,1,1,3,1,0,1,1,2,1,2,1,2,0,1,1,1,1,1,1,1,2,1,1,1,1,1,2,6,2,2,1,1,2,1,5,2,3,1,2,0,1
"PTHR24089_SF107",1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
"PTHR24089_SF160",2,3,5,4,1,2,4,1,1,4,1,1,3,1,1,1,3,1,0,4,2,1,0,1,1,1,1,2,2,1,4,4,2,4,1,3,4,3,3,1,3,1,1,0,2
"PTHR24089_SF173",1,1,1,2,3,1,1,1,1,2,2,2,2,1,4,1,2,2,1,1,1,1,1,1,3,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,3,1
"PTHR24089_SF180",1,1,1,1,1,2,1,4,1,1,1,1,1,1,16,1,1,1,1,3,1,2,3,1,1,1,1,1,2,2,4,4,1,2,1,1,1,1,1,2,1,1,2,1,2
"PTHR24089_SF192",1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR24089_SF193",1,1,1,2,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,3
"PTHR24089_SF195",2,2,2,1,2,1,1,2,1,2,2,2,2,1,2,1,2,1,3,1,2,2,2,1,2,2,1,2,2,1,2,2,2,1,1,1,2,2,1,1,1,2,1,1,2
"PTHR24089_SF231",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR24089_SF253",1,1,2,2,1,1,1,2,1,2,1,0,1,4,5,2,0,1,0,2,2,2,3,1,1,0,2,3,1,1,1,2,1,1,1,1,3,0,3,2,1,1,0,1,2
"PTHR24089_SF257",1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR24089_SF41",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1
"PTHR24092_SF44",1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,2
"PTHR24092_SF57",1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
"PTHR24093_SF214",1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR24093_SF229",1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR24093_SF245",1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,2,1
"PTHR24093_SF276",1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,7,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR24093_SF282",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1
"PTHR24095_SF150",1,1,1,0,0,1,0,1,1,8,2,2,1,1,1,1,1,4,1,1,6,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,2,0
"PTHR24096_SF127",1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR24096_SF167",1,2,2,2,2,2,2,2,1,0,1,1,1,2,1,3,2,2,2,2,3,2,2,2,1,1,2,1,2,2,2,1,1,2,2,1,2,2,2,1,2,2,1,2,1
"PTHR24098_SF6",2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,3,1,1,5,2,1,1,2,1,2,1,1,2,1,2,1,1,0,1,2,1,1,1,1,1,0,1,1,1,2
"PTHR24100_SF43",1,1,2,1,1,1,2,2,1,16,1,1,2,1,0,1,1,1,1,2,0,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1
"PTHR24100_SF46",1,1,1,1,1,3,1,0,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,6,3,0,1,1,2,1,1,1,1,1,1,1,1,1,1
"PTHR24100_SF49",2,4,1,1,1,3,1,1,1,2,3,1,1,1,1,8,1,3,9,1,0,1,1,1,1,1,1,1,3,3,2,1,1,1,11,1,1,1,1,1,1,12,1,11,2
"PTHR24100_SF5",1,1,0,1,1,1,1,1,1,1,2,1,1,1,0,9,1,1,0,0,4,0,0,1,1,1,1,1,1,1,2,1,1,0,0,1,1,1,1,1,1,1,1,0,1
"PTHR24100_SF50",2,1,1,1,1,1,1,0,0,3,1,1,0,1,1,1,1,1,2,1,4,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR24103_SF136",1,1,1,1,4,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1
"PTHR24103_SF221",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3,1
"PTHR24103_SF224",1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,8,1,1,1,1,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR24103_SF254",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1
"PTHR24103_SF259",1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,8,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"PTHR24103_SF271",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1
"PTHR24103_SF277",1,1,1,1,0,1,1,1,1,3,1,1,1,1,1,8,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,2,1
"PTHR24103_SF286",1,2,1,1,2,2,1,1,1,2,1,2,2,2,1,2,1,2,1,2,2,2,2,2,1,1,2,1,2,2,4,2,1,2,1,2,2,3,2,2,1,1,2,1,1
"PTHR24103_SF291",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,4,1
"PTHR24103_SF293",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1
"PTHR24103_SF30",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR24103_SF318",2,1,2,2,2,3,2,2,2,3,1,1,2,2,2,2,2,2,3,2,3,2,1,2,1,1,1,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,1,2,2
"PTHR24103_SF41",2,1,1,1,1,1,1,1,1,2,1,0,1,1,1,7,1,1,6,1,0,1,1,1,1,1,2,1,1,1,1,1,1,1,4,1,1,1,1,1,0,1,1,2,0
"PTHR24103_SF44",1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR24103_SF46",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1
"PTHR24103_SF47",1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,0,1,2,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1
"PTHR24103_SF51",1,1,1,1,1,1,1,1,1,0,1,2,1,1,1,2,1,2,0,1,1,1,1,2,1,1,1,1,3,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1
"PTHR24106_SF82",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,1,0,0,5,1
"PTHR24110",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1
"PTHR24112_SF30",1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,0,3,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR24114",2,2,2,2,2,2,2,2,2,2,1,2,3,2,2,2,2,1,2,1,2,3,2,2,2,2,1,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2
"PTHR24115_SF171",1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1
"PTHR24115_SF328",1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR24115_SF331",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2
"PTHR24115_SF335",1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"PTHR24115_SF337",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,3,2,2,2,2,2,2
"PTHR24115_SF349",2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"PTHR24115_SF350",1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,0,0,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0
"PTHR24115_SF361",1,1,1,1,3,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR24115_SF404",1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,3,1,1,1,1,4,1
"PTHR24117",2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,3,2,2,5
"PTHR24120",2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2
"PTHR24123_SF11",1,3,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1
"PTHR24123_SF15",1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2
"PTHR24123_SF17",2,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,4,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2
"PTHR24125",2,0,2,2,1,0,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1
"PTHR24126",2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"PTHR24131",2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2
"PTHR24135",3,3,3,3,3,3,3,3,3,6,4,3,3,3,3,4,3,3,2,3,2,3,3,3,3,3,2,4,3,5,3,3,3,3,4,3,3,2,4,4,3,3,3,3,3
"PTHR24145",2,1,1,3,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"PTHR24147_SF19",5,13,1,1,8,2,1,1,1,0,1,1,1,1,1,1,1,1,4,1,1,1,0,7,5,5,9,1,1,11,5,1,5,1,8,5,1,1,1,10,1,6,0,6,2
"PTHR24156",1,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,1,1,2,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,3,2,1,2,2,2,0,2,0,4,2
"PTHR24158",4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,7,4
"PTHR24161",3,3,3,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,3,3,3,2,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3
"PTHR24170",1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1
"PTHR24173_SF1",2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,3,2,2,2,2,2,2,2
"PTHR24173_SF14",1,1,1,1,1,1,1,1,0,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR24174_SF3",2,2,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,2,2,2,2,1,2,2,1,2,1,1,2,1,1,1,1,1,2,1
"PTHR24177_SF12",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,3,0,1,1,1,1,1,1,0,1,1,1,1,1,1,2
"PTHR24186",2,2,2,2,1,2,2,2,2,2,1,2,2,2,3,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"PTHR24192",2,3,1,1,2,2,2,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,2,1,2,2,1,2,2,1,1,1,1,1,2,1,1,1,2,1,2,1,3,2
"PTHR24193_SF0",1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1
"PTHR24193_SF72",1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
"PTHR24199",2,2,3,4,2,2,3,2,4,3,2,2,2,4,4,2,3,2,2,4,2,2,3,3,2,2,3,3,2,2,3,3,3,3,2,2,4,2,4,1,2,2,2,2,2
"PTHR24200",3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,3,4,3,3,3,2,4,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3
"PTHR24201",3,2,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,2,2,2,2
"PTHR24205",3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3
"PTHR24208_SF100",2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"PTHR24208_SF26",1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,3,1,2,2,1,1,2,2,1,1,1,2,1,2,1,2,2,1,2,2,1,1,1,1,2
"PTHR24210",3,2,2,2,2,2,2,2,2,2,2,2,2,4,2,6,2,2,2,2,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,3,2
"PTHR24211_SF1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1
"PTHR24212",2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,3,2,1,2,2,2,3,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2
"PTHR24213",4,4,4,4,4,4,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4
"PTHR24214_SF0",1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
"PTHR24214_SF32",1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1
"PTHR24214_SF5",1,2,2,1,2,3,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1
"PTHR24214_SF9",1,1,3,2,1,1,2,1,2,1,1,1,2,2,2,3,1,1,1,3,1,1,1,3,1,1,2,2,1,1,1,2,1,2,1,2,2,2,2,1,2,2,1,1,2
"PTHR24215_SF23",1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1
"PTHR24215_SF3",1,1,2,3,1,1,4,1,1,2,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,4,1,1,1,1
"PTHR24217",3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"PTHR24218",2,2,2,2,2,2,2,2,2,3,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"PTHR24221_SF155",1,2,1,1,1,3,1,3,3,1,1,1,1,1,3,2,1,1,1,1,1,1,1,2,2,1,2,1,1,4,1,3,1,1,1,2,1,1,1,1,1,4,1,1,1
"PTHR24221_SF160",1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,9,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,3,1
"PTHR24221_SF3",1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1
"PTHR24223_SF173",1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1
"PTHR24223_SF187",1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1
"PTHR24223_SF197",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
"PTHR24223_SF199",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,0,1,1,0,1,2,1,1,1,0,2
"PTHR24223_SF205",1,17,1,1,1,25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1
"PTHR24223_SF63",1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,3,1,3,0,1,1,1
"PTHR24225",6,5,1,4,6,5,9,7,10,7,7,7,6,9,8,9,6,6,9,3,3,9,4,12,4,6,7,4,6,6,7,0,7,4,7,8,9,5,8,11,2,5,3,7,6
"PTHR24226",2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,2,1,1,1,2,1,2,0,3,2
"PTHR24227",24,25,21,16,23,24,24,24,23,23,23,25,23,26,22,26,24,22,24,23,19,27,24,26,24,23,27,20,23,24,23,16,25,23,22,24,23,24,23,26,17,23,20,24,24
"PTHR24228",7,6,7,6,7,7,6,7,6,7,6,7,6,10,8,8,8,9,6,6,6,6,6,10,7,6,9,6,7,5,7,5,7,7,8,10,9,6,9,9,7,7,6,9,6
"PTHR24229_SF15",3,0,1,1,1,0,2,1,0,1,2,1,1,0,0,1,1,1,3,1,0,1,1,2,1,1,1,2,1,1,0,0,2,2,3,2,1,1,1,1,1,1,0,2,1
"PTHR24229_SF35",1,2,0,1,2,2,2,2,1,1,1,1,1,2,2,4,0,1,2,1,1,2,1,1,2,1,2,0,2,1,2,0,1,1,2,2,1,2,2,2,1,2,0,2,2
"PTHR24229_SF7",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1
"PTHR24231",15,17,11,4,13,14,17,11,12,12,13,12,16,12,12,16,14,14,13,11,16,14,3,14,13,14,16,8,16,15,12,11,14,12,10,14,13,13,16,14,3,13,7,15,11
"PTHR24232",16,16,16,12,17,16,17,14,14,14,17,17,15,15,14,18,14,18,17,17,14,17,7,17,18,15,18,13,17,13,12,10,14,18,20,17,16,15,18,15,12,16,12,21,18
"PTHR24233",7,6,6,5,6,7,7,7,6,7,7,6,6,5,6,7,7,7,7,6,7,7,6,7,7,7,7,5,7,7,6,6,6,6,6,7,5,6,5,7,5,7,4,6,6
"PTHR24234",2,2,2,1,2,3,1,3,1,3,2,2,4,2,3,2,3,3,2,1,2,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2,0,3,2
"PTHR24237",7,10,6,4,6,6,7,6,8,6,9,10,6,6,5,9,6,6,11,6,6,7,2,6,6,7,8,4,8,7,5,4,6,6,6,8,6,7,6,6,6,7,4,8,7
"PTHR24240",7,6,7,7,6,6,7,7,7,5,7,7,7,7,6,11,7,7,8,7,6,8,7,8,7,7,8,7,7,6,8,7,6,7,8,7,6,7,7,7,7,6,7,9,7
"PTHR24241",16,17,15,16,15,17,17,17,15,13,18,21,17,17,17,18,15,18,15,17,14,16,15,17,15,18,19,16,17,15,15,18,15,16,17,17,14,16,16,18,15,16,17,19,15
"PTHR24242_SF14",2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2
